pin,slack
CAPE_inst_0/P8_IOPADS_0/P8_6_BIBUF/U_IOPAD:E,
CAPE_inst_0/P8_IOPADS_0/P8_6_BIBUF/U_IOPAD:PAD,
CAPE_inst_0/P8_IOPADS_0/P8_6_BIBUF/U_IOPAD:Y,
CAPE_inst_0/P9_11_18_IOPADS_0/P9_16_BIBUF/U_IOPAD:D,
CAPE_inst_0/P9_11_18_IOPADS_0/P9_16_BIBUF/U_IOPAD:E,
CAPE_inst_0/P9_11_18_IOPADS_0/P9_16_BIBUF/U_IOPAD:PAD,
CAPE_inst_0/P9_11_18_IOPADS_0/P9_16_BIBUF/U_IOPAD:Y,
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][21]:CLK,17340
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][21]:D,17215
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][21]:EN,14511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_2_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][21]:Q,17340
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[15]:A,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[15]:B,14966
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[15]:C,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[15]:D,17170
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[15]:Y,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[3]:A,1221
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[3]:B,1239
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[3]:C,6318
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[3]:D,6260
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0_3[3]:Y,1221
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/B_READ_DATA[12]:CLK,4643
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/B_READ_DATA[12]:D,11684
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/B_READ_DATA[12]:EN,11437
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/B_READ_DATA[12]:Q,4643
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/B_READ_DATA[12]:SLn,12505
CAPE_inst_0/apb_ctrl_status_0/prdata_7_iv_0[30]:A,18116
CAPE_inst_0/apb_ctrl_status_0/prdata_7_iv_0[30]:B,13720
CAPE_inst_0/apb_ctrl_status_0/prdata_7_iv_0[30]:C,13782
CAPE_inst_0/apb_ctrl_status_0/prdata_7_iv_0[30]:D,12954
CAPE_inst_0/apb_ctrl_status_0/prdata_7_iv_0[30]:Y,12954
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/valid_b:CLK,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/valid_b:D,18076
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/valid_b:Q,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/valid_b:SLn,16235
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0[4]:A,-505
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0[4]:B,1007
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0[4]:C,5655
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0[4]:D,2218
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/APB_ARBITER_0/in_prdata_0_0[4]:Y,-505
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_90_i_o2[31]:A,14491
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_90_i_o2[31]:B,14785
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_90_i_o2[31]:C,10919
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_90_i_o2[31]:Y,10919
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/B_READ_DATA_54_0_a2[28]:A,14820
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/B_READ_DATA_54_0_a2[28]:B,11273
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/B_READ_DATA_54_0_a2[28]:C,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/B_READ_DATA_54_0_a2[28]:D,17952
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_3/amp_miv_ihcc_ctrl/B_READ_DATA_54_0_a2[28]:Y,11273
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[12]:CLK,6561
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[12]:D,14186
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[12]:EN,11870
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[12]:Q,6561
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA[12]:SLn,11966
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/a_ready:A,2551
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/a_ready:B,2511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/a_ready:Y,2511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][0]:CLK,14672
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][0]:D,17230
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][0]:EN,15427
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][0]:Q,14672
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][11]:CLK,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][11]:D,17378
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][11]:EN,14511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[1].register[1][11]:Q,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/A_WRITE_VALID:CLK,4994
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/A_WRITE_VALID:D,12841
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/A_WRITE_VALID:Q,4994
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/A_WRITE_VALID:SLn,16235
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][31]:CLK,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][31]:D,17132
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][31]:EN,15411
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][31]:Q,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[19]:A,14017
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[19]:B,14799
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[19]:C,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[19]:D,17000
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux_0[19]:Y,14017
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[8]:A,14942
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[8]:B,14147
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[8]:C,16406
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[8]:D,16348
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/rdata_2_1_0_wmux[8]:Y,14147
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_13_1_0_wmux_0[29]:A,1028
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_13_1_0_wmux_0[29]:B,1810
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_13_1_0_wmux_0[29]:C,4789
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_13_1_0_wmux_0[29]:D,4731
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/IHC_APB_0/IHC_APB_0/u_mux_p_to_b3/PRDATA_13_1_0_wmux_0[29]:Y,1028
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][31]:CLK,17300
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][31]:D,17132
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][31]:EN,14511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][31]:Q,17300
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:CLK,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:D,17357
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:EN,15411
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[2].register[2][10]:Q,17058
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata[5]:A,13365
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata[5]:B,17066
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata[5]:Y,13365
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][17]:CLK,16446
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][17]:D,17358
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][17]:EN,15473
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_3/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[0].register[0][17]:Q,16446
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[12]:A,13927
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[12]:B,13820
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[12]:C,10834
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/A_READ_DATA_RNO[12]:Y,10834
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][17]:CLK,17340
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][17]:D,17358
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][17]:EN,14511
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][17]:Q,17340
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_MSG_READ_RNO:A,12652
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_MSG_READ_RNO:B,15339
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_MSG_READ_RNO:C,14547
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_4/amp_miv_ihcc_ctrl/A_MSG_READ_RNO:Y,12652
CAPE_inst_0/blinky_0/counter[20]:ALn,16065
CAPE_inst_0/blinky_0/counter[20]:CLK,17648
CAPE_inst_0/blinky_0/counter[20]:D,17371
CAPE_inst_0/blinky_0/counter[20]:Q,17648
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[24]:A,13927
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[24]:B,13808
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[24]:C,10919
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_3_TO_U54_4/amp_miv_ihcc_ctrl/B_READ_DATA_RNO[24]:Y,10919
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/A_AIE9_or_0_0:A,17933
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/A_AIE9_or_0_0:B,17890
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/A_AIE9_or_0_0:C,15256
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_miv_ihcc_ctrl/A_AIE9_or_0_0:Y,15256
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/A_READ_DATA_9_0_a2[26]:A,15859
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/A_READ_DATA_9_0_a2[26]:B,12621
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/A_READ_DATA_9_0_a2[26]:C,15403
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/A_READ_DATA_9_0_a2[26]:D,14017
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_1/amp_miv_ihcc_ctrl/A_READ_DATA_9_0_a2[26]:Y,12621
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[5]:A,13365
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[5]:B,14147
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[5]:C,16406
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[5]:D,16348
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/rdata_2_1_0_wmux_0[5]:Y,13365
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:CLK,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:D,17378
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:EN,14583
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_U54_1_TO_U54_2/amp_miv_ihcc_ctrl/u_b_to_a_mem/gen_mbx_regs[1].register[1][11]:Q,18010
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/pready_1:A,15515
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/pready_1:B,18076
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/pready_1:C,13712
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/pready_1:D,13053
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/E51_IRQ_AGGREGATOR_0/pready_1:Y,13053
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[2].register[2][8]:CLK,17228
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[2].register[2][8]:D,17361
BVF_RISCV_SUBSYSTEM_inst_0/IHC_SUBSYSTEM_0/CHANNEL_E51_TO_U54_2/amp_miv_ihcc_ctrl/u_a_to_b_mem/gen_mbx_regs[2].register[2][8]:EN,15411
